Publication_Hardcover,Publication_Paperback,Publication_other,Title,Author,Edition,Reviews,Ratings,Synopsis,Genre,BookCategory,Price,Age_of_book
0,1,0,2,7,380,5.0,15,2,1183,702,972.0,5
0,1,0,1,1,428,3.0,1,1,19,670,477.0,13
0,1,0,2,2,428,3.7,224,2,1183,1036,133.0,8
0,1,0,1,1,428,5.0,1,1,92,638,551.0,13
0,1,0,1,5,446,3.5,2,1,98,733,427.0,8
0,1,0,1,1,446,2.0,1,1,49,878,395.0,10
0,1,0,1,1,435,4.1,22,1,463,732,180.0,5
0,1,0,1,1,366,4.7,52,1,3,732,341.0,10
0,1,0,1,2,446,5.0,2,1,517,702,100.0,13
0,1,0,2,4,435,3.0,2,2,21,648,471.0,4
0,1,0,1,1,486,4.3,43,1,59,733,435.0,16
0,1,0,2,7,59,5.0,1,2,84,733,759.0,4
0,1,0,2,6,446,4.8,136,2,119,744,443.0,8
0,1,0,1,4,380,4.3,74,1,82,733,470.44,15
0,1,0,1,2,334,4.5,230,1,1,732,272.0,7
0,1,0,2,30,478,4.0,1,2,1183,1036,275.0,34
0,1,0,1,1,428,4.0,1,1,517,702,499.0,7
0,1,0,1,1,52,1.0,2,1,71,733,1800.0,4
0,0,1,5,6,6,4.0,2,5,145,638,677.0,4
0,1,0,1,2,435,4.3,26,1,80,614,235.0,7
0,1,0,1,87,559,4.3,79,1,335,878,224.0,5
0,1,0,2,4,69,4.4,283,1,92,638,549.0,4
0,1,0,1,11,431,5.0,3,1,10,648,488.0,9
0,1,0,1,3,446,4.0,39,1,3,744,631.0,5
0,0,1,1,7,17,4.2,90,1,335,878,140.0,27
0,1,0,2,2,493,5.0,1,2,80,733,413.0,6
0,1,0,1,4,431,4.4,93,1,61,402,366.0,8
1,0,0,1,1,49,3.9,12,1,463,732,591.0,4
0,1,0,1,7,431,4.0,184,1,24,733,1119.0,15
0,1,0,1,1,69,5.0,1,1,88,648,2679.0,5
1,0,0,1,1,85,5.0,4,1,64,648,5058.0,6
0,1,0,1,1,478,5.0,1,1,517,702,263.0,8
0,1,0,2,2,478,4.0,5,2,1183,1036,299.0,13
0,1,0,2,2,428,3.7,224,2,1183,1036,149.0,8
0,1,0,1,19,486,4.8,7,1,234,744,498.95,19
0,1,0,1,3,478,4.2,10,1,517,702,295.0,8
0,1,0,1,1,486,3.8,4,1,2,614,429.0,8
0,1,0,1,1,435,4.1,11,1,8,733,371.25,7
0,1,0,1,1,385,5.0,2,1,2,402,525.0,6
0,1,0,1,87,559,3.7,29,1,335,878,221.0,5
0,1,0,1,1,446,4.6,3,1,34,614,399.0,30
0,1,0,1,1,380,4.5,9,1,71,733,40.0,10
0,1,0,1,1,559,3.8,57,1,11,648,298.0,9
1,0,0,2,2,79,2.0,1,2,25,402,360.0,3
1,0,0,1,1,85,4.4,19,1,83,732,282.0,4
0,0,1,1,2,17,4.1,4,1,98,733,221.0,13
1,0,0,1,11,28,4.7,4,1,66,744,260.0,12
0,1,0,1,1,380,3.2,22,1,40,733,370.0,6
0,1,0,1,1,493,4.4,22,1,52,648,599.0,8
0,1,0,1,1,49,2.0,1,1,335,878,247.0,5
0,1,0,1,17,1,4.3,5,1,244,670,331.0,17
1,0,0,3,5,93,4.7,10,3,10,614,557.0,6
0,1,0,1,4,428,4.1,49,1,517,702,223.0,8
0,1,0,14,14,431,5.0,2,2,119,744,712.0,13
0,1,0,1,1,493,4.5,16,1,80,733,185.0,25
0,1,0,1,1,486,4.0,1,1,1183,1036,360.03,7
0,1,0,1,1,428,1.0,1,1,119,670,563.45,16
0,1,0,1,1,493,3.1,2,1,83,614,334.0,17
0,1,0,3,17,446,4.6,34,3,1183,878,295.0,22
0,1,0,1,1,49,5.0,1,1,92,638,1066.0,4
0,1,0,1,6,380,3.7,17,1,517,702,319.0,7
0,1,0,1,12,446,4.5,186,1,517,702,206.0,15
0,1,0,1,1,435,3.8,9,1,1183,1036,272.0,4
0,1,0,2,5,428,5.0,3,2,23,732,624.0,5
0,0,1,5,14,11,4.1,9,6,145,638,567.0,5
0,1,0,1,1,366,3.6,13,1,94,702,233.0,16
0,1,0,1,87,52,4.0,2,1,40,878,239.0,5
0,1,0,1,1,428,3.6,35,1,48,402,1267.0,15
1,0,0,1,1,77,4.2,33,1,49,878,382.0,5
0,1,0,1,10,385,3.5,8,1,76,744,115.0,12
0,1,0,2,3,446,4.5,45,2,11,1036,350.0,6
0,1,0,2,3,446,4.5,48,2,11,1036,427.0,6
0,1,0,1,1,486,5.0,1,1,463,402,817.0,12
1,0,0,2,61,91,4.5,25,2,47,638,923.0,7
0,1,0,1,1,428,5.0,1,1,48,402,718.0,9
1,0,0,1,1,67,3.8,9,1,82,402,358.0,3
1,0,0,1,1,91,4.4,110,1,8,744,389.0,11
0,1,0,1,48,442,4.4,8,1,244,744,356.0,17
0,1,0,1,1,435,3.4,26,1,517,702,117.0,4
0,1,0,2,2,334,4.6,161,2,517,702,170.0,6
0,1,0,1,14,559,4.4,187,1,94,878,116.0,5
0,1,0,1,2,446,1.0,1,1,3,648,450.0,6
0,1,0,3,15,486,4.3,839,3,1183,702,235.0,8
0,1,0,1,17,442,4.2,79,1,120,744,369.0,8
0,1,0,1,1,493,3.4,8,1,43,648,265.0,7
1,0,0,1,1,117,1.0,1,1,2,614,4936.0,12
0,1,0,1,87,49,5.0,1,1,40,878,239.0,6
0,1,0,1,1,559,4.0,81,1,8,732,299.0,10
0,0,1,2,2,12,3.5,2,2,92,638,553.0,28
0,1,0,1,1,493,5.0,4,1,29,670,449.0,24
1,0,0,2,2,58,5.0,2,2,3,638,499.0,3
0,1,0,1,1,486,4.4,3,1,10,638,364.0,29
0,1,0,4,4,478,5.0,5,4,40,733,100.0,35
1,0,0,1,1,12,4.0,2,1,1183,1036,339.0,4
0,1,0,3,3,366,3.9,41,3,1183,878,295.0,22
0,1,0,1,1,428,4.0,24,1,61,732,271.0,12
0,1,0,1,26,559,4.5,4,1,1183,1036,248.0,4
1,0,0,1,2,59,3.8,4,1,7,702,991.0,8
1,0,0,3,3,67,5.0,2,3,92,648,1839.0,4
0,1,0,1,4,3,4.1,56,1,6,744,299.0,10
0,1,0,14,13,559,5.0,1,1,234,744,399.0,4
0,1,0,2,6,428,4.0,17,2,1183,1036,378.0,22
0,1,0,1,1,334,5.0,3,1,119,670,163.0,10
0,1,0,1,1,435,4.0,2,1,463,732,966.0,17
1,0,0,1,61,79,4.2,64,1,145,638,759.0,11
0,1,0,1,1,486,4.8,6,1,5,670,409.0,14
0,1,0,2,21,442,4.4,27,2,1183,1036,298.0,11
0,1,0,1,1,559,4.7,20,1,84,878,423.24,7
1,0,0,1,1,79,4.2,4,1,517,702,370.0,6
1,0,0,1,2,117,4.8,5,1,47,638,1579.0,8
1,0,0,1,1,2,5.0,1,1,88,648,2248.0,10
0,1,0,2,2,380,4.8,13,2,80,733,620.0,22
0,1,0,1,2,478,1.0,1,1,25,670,187.0,15
0,1,0,1,11,431,4.6,3,1,10,648,600.0,11
0,1,0,2,2,435,4.6,98,2,84,614,210.0,7
1,0,0,1,1,93,4.0,1,1,59,670,199.0,9
1,0,0,1,33,91,4.4,12,1,325,670,3636.0,19
0,1,0,1,1,446,5.0,1,1,34,614,2406.0,15
0,1,0,1,1,385,4.2,59,1,41,648,176.0,5
0,1,0,1,1,486,4.5,2,1,119,670,799.0,7
0,1,0,1,1,486,4.6,107,1,27,732,209.0,9
0,1,0,1,1,428,4.2,5,1,50,670,550.0,27
0,0,1,1,1,1,4.5,8,1,1183,1036,452.69,9
0,1,0,2,2,559,3.5,12,2,1183,1036,230.0,6
0,1,0,3,2,51,5.0,1,3,145,638,1205.0,5
0,1,0,1,1,2,5.0,2,1,517,702,150.0,5
0,1,0,2,2,435,5.0,1,2,92,638,959.0,9
1,0,0,1,1,6,5.0,1,1,119,670,809.0,58
0,1,0,1,26,559,4.1,3,1,325,878,302.0,11
0,1,0,1,1,559,4.5,2,1,9,702,682.0,8
0,1,0,2,2,385,3.7,24,1,47,648,383.0,9
0,1,0,1,1,442,5.0,6,1,34,614,236.0,3
0,1,0,1,1,334,4.2,27,1,49,878,551.0,4
0,1,0,2,3,493,5.0,1,2,50,733,342.0,6
0,1,0,3,7,559,3.9,2,3,1183,1036,383.0,18
0,1,0,1,2,366,3.7,15,1,517,702,336.0,7
1,0,0,1,1,28,5.0,1,1,35,614,3921.0,12
0,1,0,2,15,478,4.3,6,2,1183,878,301.0,13
0,1,0,1,4,559,5.0,1,1,12,670,397.44,6
0,1,0,1,3,559,5.0,1,1,517,702,449.0,9
0,1,0,3,4,493,3.8,5,3,1183,1036,383.0,11
0,1,0,1,1,493,4.4,29,1,94,702,150.0,5
0,0,1,1,21,17,3.8,4,1,1183,1036,224.0,38
0,1,0,1,2,428,5.0,2,1,1183,1036,175.0,7
0,1,0,2,4,385,4.1,37,2,1183,1036,295.0,3
0,1,0,1,1,385,3.1,3,1,43,648,325.0,6
0,1,0,1,1,54,3.7,18,1,92,733,449.0,6
0,1,0,1,2,559,4.5,4,1,64,648,625.0,7
0,1,0,1,19,380,4.3,15,1,1183,1036,443.0,8
0,1,0,1,1,366,5.0,1,1,335,878,150.0,19
0,1,0,2,2,486,4.0,5,2,119,670,527.0,9
0,1,0,1,3,431,4.0,1,1,234,744,348.0,3
0,1,0,1,2,1,4.5,2,1,335,878,189.0,15
0,1,0,1,1,431,5.0,1,1,1183,1036,290.0,4
0,1,0,1,1,428,4.3,7,1,5,648,497.44,9
0,1,0,3,8,486,4.2,23,1,1183,1036,235.0,5
0,1,0,1,1,380,4.6,8,1,83,732,179.0,11
0,1,0,1,1,385,4.1,41,1,92,638,409.0,9
0,1,0,1,1,559,5.0,5,1,92,670,2075.0,15
0,1,0,1,1,428,4.6,69,1,463,732,379.0,18
0,1,0,1,8,366,4.5,355,1,517,702,110.0,4
0,1,0,1,1,442,3.7,3,1,5,733,480.0,6
0,1,0,1,1,442,4.5,2,1,3,648,373.0,4
0,1,0,1,8,478,4.9,11,1,325,702,399.0,18
0,0,1,1,40,21,3.6,6,1,325,702,325.0,6
0,1,0,1,1,366,5.0,8,1,46,670,845.0,40
0,1,0,1,39,446,3.0,2,1,325,878,479.0,4
0,1,0,1,1,446,4.5,2,1,50,670,243.0,30
0,1,0,1,1,442,3.3,8,1,325,878,124.7,6
0,1,0,1,4,435,5.0,1,1,16,638,225.0,29
0,1,0,1,7,435,4.0,23,1,1183,1036,319.0,9
0,1,0,1,1,380,3.0,6,1,82,402,214.0,8
0,1,0,2,2,493,5.0,5,2,9,402,536.0,4
0,1,0,1,1,69,4.5,2,1,1,614,169.0,4
0,1,0,1,3,54,4.0,2,1,335,878,939.0,5
0,1,0,1,1,52,4.3,12,1,335,878,184.0,3
0,1,0,2,4,478,4.1,69,2,325,702,243.0,8
0,1,0,2,3,4,4.5,2084,2,463,614,350.0,7
0,1,0,1,1,446,5.0,2,1,120,638,1156.04,5
0,1,0,1,1,431,4.5,2,1,120,648,895.0,15
0,1,0,2,1,380,4.8,8,1,463,732,298.0,11
0,1,0,1,1,478,5.0,3,1,4,614,1344.0,7
0,1,0,1,34,50,3.4,98,1,335,878,313.0,8
1,0,0,1,1,91,4.5,22,1,64,648,1900.0,5
0,1,0,1,1,385,5.0,1,1,18,402,410.0,10
0,1,0,1,3,428,4.4,116,1,335,878,319.0,7
0,1,0,1,25,486,4.0,7,1,517,702,248.0,4
0,1,0,1,3,428,3.3,23,1,94,702,187.5,10
0,1,0,1,1,380,5.0,1,1,92,670,900.0,17
0,1,0,2,7,431,5.0,3,2,335,744,594.0,5
0,1,0,1,1,385,3.6,28,1,94,702,89.0,11
0,1,0,17,5,385,4.5,862,2,1183,1036,94.0,8
0,1,0,1,1,493,4.5,40,1,8,732,274.0,14
0,1,0,1,1,428,4.2,5,1,21,648,348.0,5
0,1,0,1,1,366,2.0,2,1,1,614,1334.0,13
0,1,0,3,26,442,4.6,3,1,1183,1036,248.0,3
0,1,0,1,1,435,1.0,1,1,517,702,449.0,28
0,1,0,1,40,478,4.5,42,1,244,744,304.0,9
0,1,0,2,2,428,4.0,370,2,17,732,218.0,7
0,1,0,3,26,442,3.6,44,3,1183,1036,325.0,7
0,1,0,2,4,446,3.7,35,2,21,648,543.0,7
0,1,0,1,33,442,4.0,13,1,517,702,147.0,16
0,1,0,1,2,493,3.1,5,1,145,638,782.0,23
0,1,0,2,4,559,4.7,5,2,234,733,639.0,8
0,1,0,1,1,486,4.0,71,1,94,702,120.0,3
0,1,0,1,10,446,4.5,22,1,2,732,299.0,6
0,1,0,1,3,559,4.8,19,1,463,732,183.0,5
0,1,0,1,1,486,3.6,8,1,119,670,295.0,32
0,1,0,1,25,478,4.3,21,1,325,878,239.0,11
0,1,0,1,1,385,4.1,2,1,517,702,84.0,10
0,1,0,1,4,486,4.5,12,1,325,878,195.0,6
1,0,0,2,2,85,4.5,38,2,16,402,402.0,4
0,1,0,1,1,478,4.4,12,1,15,732,529.0,6
0,1,0,1,1,428,4.5,52,1,92,638,159.9,4
0,1,0,1,1,559,4.2,19,1,463,638,274.0,22
0,1,0,1,1,385,4.4,3,1,1183,1036,224.0,26
0,1,0,1,1,42,4.5,2,1,1183,1036,971.0,13
0,1,0,1,1,486,4.6,92,1,52,648,320.0,6
0,1,0,1,40,478,4.7,41,1,244,744,349.0,9
0,1,0,2,48,442,4.8,6,2,13,670,379.0,19
0,1,0,1,2,334,5.0,1,1,64,648,577.0,7
0,1,0,1,3,1,4.4,6090,1,59,733,99.0,11
1,0,0,1,2,7,2.7,12,1,48,402,261.0,4
0,1,0,2,2,428,3.7,4,2,5,732,481.61,17
0,1,0,4,1,428,3.5,6,1,82,733,229.0,12
0,1,0,1,2,366,4.2,31,1,88,648,603.0,23
1,0,0,1,1,91,5.0,1,1,6,878,445.1,13
0,0,1,1,21,21,4.3,4,1,1183,1036,299.0,39
0,1,0,1,4,366,4.5,215,1,335,878,295.0,10
0,1,0,1,1,366,5.0,1,1,82,402,359.0,29
0,1,0,1,1,559,4.6,3,1,17,638,374.0,9
0,1,0,3,4,493,3.8,5,3,1183,1036,359.0,11
0,1,0,1,2,428,4.8,7,1,66,744,823.03,9
0,1,0,3,3,380,4.7,893,3,11,732,403.0,5
0,1,0,1,3,366,3.0,1,1,12,670,322.0,4
0,0,1,2,20,12,4.2,9,2,1183,1036,279.0,6
0,1,0,2,33,486,4.6,33,1,23,670,233.0,14
0,1,0,2,8,59,4.5,6,1,1183,702,311.0,4
1,0,0,1,3,93,4.7,14,1,94,744,799.0,10
0,1,0,1,1,334,2.0,2,1,50,670,390.0,5
0,1,0,3,4,334,3.9,261,1,335,878,104.0,12
0,1,0,1,3,428,4.4,20,1,325,878,360.0,5
0,1,0,1,3,385,3.8,129,1,80,733,258.0,6
1,0,0,2,2,79,5.0,1,2,92,638,1072.0,4
1,0,0,1,65,77,4.8,9,1,7,733,61.0,13
1,0,0,2,2,42,4.3,15,2,1183,1036,449.25,7
0,1,0,1,2,478,3.5,9,1,2,744,775.31,12
0,1,0,1,61,385,4.2,18,1,98,733,399.0,3
0,1,0,2,40,478,4.3,5,2,1183,1036,358.0,3
0,1,0,1,4,442,4.7,25,2,7,638,169.0,4
1,0,0,2,2,42,3.9,74,2,7,732,349.0,4
0,1,0,1,1,69,5.0,4,1,71,733,98.0,9
0,1,0,2,2,478,4.0,1,2,1183,1036,380.0,3
0,1,0,1,1,446,5.0,1,1,1183,1036,489.0,8
1,0,0,1,2,77,4.6,6,1,18,402,270.0,5
0,1,0,1,2,559,4.5,2,1,517,702,413.0,10
0,1,0,1,1,385,4.3,69,4,40,733,285.0,5
0,0,1,1,4,18,4.3,3,1,325,878,350.0,22
0,1,0,1,1,435,3.2,10,1,80,733,300.0,12
1,0,0,1,1,85,4.7,5,1,120,638,3321.0,12
0,1,0,1,2,385,3.4,31,1,92,638,125.0,14
0,1,0,1,3,442,4.4,11,1,11,733,991.0,11
0,0,1,1,15,2,4.1,11,1,98,733,245.0,9
0,1,0,2,2,435,5.0,3,1,13,1036,262.5,8
0,1,0,1,87,559,4.2,16,1,335,878,239.0,5
0,1,0,1,2,478,5.0,1,1,88,648,1706.89,21
0,1,0,1,4,435,4.2,36,1,9,732,216.0,16
1,0,0,1,2,85,4.8,15,1,35,614,517.0,6
1,0,0,2,2,58,5.0,3,2,3,733,430.0,3
0,1,0,1,1,431,5.0,3,1,335,878,387.0,4
0,1,0,1,1,431,4.0,1,1,6,614,599.0,7
0,1,0,1,1,428,5.0,4,1,15,878,154.0,4
0,1,0,1,3,559,4.0,113,1,335,878,128.0,5
1,0,0,2,3,13,4.7,16,2,80,878,836.0,4
0,0,1,1,21,15,4.0,2,1,1183,1036,362.0,37
1,0,0,1,1,42,4.5,10,1,16,638,937.0,5
0,1,0,1,1,559,3.0,1,1,517,702,372.0,4
0,1,0,2,2,442,3.3,3,2,5,648,340.0,5
1,0,0,2,2,42,4.3,15,2,1183,732,479.0,7
0,1,0,1,2,1,4.1,9,1,7,733,258.0,8
0,1,0,1,1,42,4.0,1,1,517,702,4224.0,22
0,1,0,1,7,59,4.8,12,1,7,878,309.0,5
1,0,0,1,1,58,5.0,1,1,120,638,1972.0,5
0,1,0,1,11,559,4.8,11,1,517,702,571.0,9
0,1,0,1,1,493,3.7,22,1,325,878,903.0,9
0,1,0,1,8,478,5.0,1,1,82,733,357.0,6
0,1,0,1,1,442,4.1,7,1,15,732,94.0,10
0,1,0,1,1,493,4.1,17,1,98,733,244.0,30
0,1,0,1,1,380,4.4,3,1,71,733,535.0,18
0,1,0,2,8,493,4.0,2,2,145,638,635.0,7
0,1,0,1,1,431,4.6,18,1,2,732,540.0,10
0,1,0,2,12,442,5.0,3,2,119,733,202.0,24
0,1,0,1,1,50,4.1,18,1,7,648,1499.0,5
0,1,0,1,1,478,5.0,4,1,94,702,399.0,12
0,1,0,1,1,442,5.0,1,1,22,638,313.0,36
0,1,0,1,15,428,4.0,4,1,1183,1036,309.0,17
1,0,0,1,4,91,4.4,17,1,9,702,1085.37,5
0,1,0,1,1,559,4.3,8,1,92,670,271.0,30
0,1,0,1,1,431,4.3,41,1,517,702,199.0,3
0,1,0,2,10,559,3.6,21,2,92,638,599.0,7
0,1,0,1,1,385,3.8,72,1,2,402,489.0,14
0,1,0,1,5,366,5.0,1,1,244,744,221.0,9
0,1,0,1,13,559,2.0,1,1,463,614,299.0,5
0,1,0,1,1,493,5.0,1,1,11,402,649.0,30
0,1,0,1,1,385,4.2,14,1,2,648,900.0,7
0,1,0,1,1,380,4.0,8,1,4,732,279.0,13
0,1,0,2,39,431,3.2,7,1,325,878,193.0,8
0,1,0,1,1,366,5.0,4,1,47,638,2670.0,7
0,1,0,1,1,478,4.0,2,1,82,402,425.0,20
0,1,0,1,1,385,4.1,18,1,80,733,125.0,9
0,1,0,1,7,366,4.6,206,1,325,878,243.0,31
0,1,0,1,39,486,4.5,6,1,325,878,205.0,7
0,1,0,1,1,2,4.5,2,1,4,614,1173.0,7
0,1,0,1,1,2,4.2,5,1,11,733,894.0,22
0,1,0,1,3,442,5.0,4,1,80,614,760.44,16
0,0,1,1,2,21,4.6,16,1,119,670,601.0,15
0,1,0,2,2,59,5.0,1,2,335,670,280.0,4
0,1,0,4,8,50,4.6,74,4,1183,648,407.0,7
1,0,0,2,10,91,4.2,54,2,6,402,540.0,4
0,1,0,1,1,559,5.0,2,1,35,648,342.0,4
1,0,0,1,2,42,5.0,2,1,335,878,886.0,19
0,1,0,1,1,442,4.7,5,1,463,732,464.0,12
0,1,0,1,1,478,4.6,39,1,94,702,98.0,3
0,1,0,2,1,486,4.3,28,1,335,878,279.0,7
0,1,0,1,2,42,4.2,9,1,46,670,659.0,7
0,1,0,2,9,486,4.2,41,2,325,702,311.0,7
0,1,0,1,5,435,4.3,50,1,244,744,195.0,6
0,1,0,1,2,442,4.1,5,1,83,614,967.0,14
0,0,1,1,4,19,3.8,5,1,92,638,262.0,51
0,1,0,2,2,486,4.4,23,2,92,638,558.0,9
0,1,0,4,4,5,4.2,3,2,13,733,1328.0,20
0,1,0,2,30,478,4.0,1,2,1183,1036,212.0,34
0,1,0,1,1,54,5.0,2,1,41,648,2559.0,4
0,1,0,3,15,380,4.3,37,3,1183,1036,247.0,5
0,1,0,1,1,41,4.5,2,1,40,702,719.0,7
0,1,0,1,1,559,4.5,33,1,94,878,224.0,22
0,1,0,1,1,431,4.1,29,1,335,878,233.0,7
0,1,0,1,2,428,4.5,4,1,1183,1036,218.7,28
0,1,0,1,1,435,4.8,8,1,92,638,645.0,10
0,1,0,1,1,486,3.7,21,1,98,733,325.0,9
0,1,0,1,1,49,4.5,50,1,21,648,799.0,6
0,1,0,2,5,442,4.6,22,2,49,878,200.0,19
0,1,0,1,1,435,3.7,14,1,2,744,170.0,11
1,0,0,1,39,14,2.0,1,1,1183,1036,119.0,20
1,0,0,3,2,79,5.0,1,2,1183,1036,300.0,3
0,1,0,1,2,431,4.5,61,1,83,614,843.0,8
0,1,0,2,65,428,5.0,1,1,71,733,150.0,8
0,1,0,1,1,380,4.6,52,1,80,733,3647.0,14
0,1,0,1,3,1,4.6,28,1,145,638,1293.75,10
0,1,0,1,1,446,5.0,1,1,11,402,302.0,4
0,1,0,3,1,435,3.5,18,1,80,733,93.0,17
1,0,0,1,1,49,5.0,1,1,463,670,1468.0,3
0,0,1,1,1,13,4.1,34,1,10,733,166.0,34
1,0,0,1,1,59,3.0,1,1,7,614,864.0,10
0,1,0,2,4,478,4.1,69,2,325,670,379.0,8
0,1,0,1,1,478,4.3,5,1,120,670,498.0,19
0,1,0,1,48,493,5.0,17,1,234,744,678.0,11
0,1,0,5,7,431,4.5,11,5,145,638,451.0,14
0,1,0,3,34,486,3.8,23,3,1183,1036,190.0,11
0,0,1,1,7,9,5.0,1,1,517,702,224.0,19
0,1,0,3,15,493,4.3,57,3,1183,702,309.0,5
0,1,0,1,6,428,4.3,159,1,84,732,141.0,8
0,1,0,1,1,559,2.7,5,1,34,614,306.34,13
0,1,0,3,3,366,5.0,2,1,120,638,739.0,11
0,1,0,1,1,385,3.3,5,1,24,648,340.0,9
0,1,0,2,2,334,3.9,20,2,463,732,410.0,9
0,1,0,1,1,385,4.3,4,1,43,648,600.0,12
0,0,1,1,40,15,5.0,1,1,517,702,224.0,9
0,1,0,1,1,428,2.3,3,1,119,670,585.0,39
0,1,0,2,2,442,4.0,19,2,46,638,359.0,6
0,1,0,1,61,478,4.2,24,1,98,733,479.0,6
0,1,0,1,1,380,5.0,6,1,25,402,367.0,5
0,1,0,1,2,446,4.5,93,1,18,732,243.0,6
0,1,0,14,14,380,4.7,5,1,119,670,1049.0,19
0,1,0,1,1,385,3.5,2,1,98,733,520.0,13
1,0,0,2,2,117,3.2,5,2,59,614,444.0,6
0,1,0,2,2,486,4.6,14,2,1183,1036,359.0,4
0,1,0,3,20,446,4.8,19,3,1183,878,270.0,8
1,0,0,3,4,79,5.0,1,3,92,744,2820.0,7
0,1,0,1,5,380,3.8,45,1,7,648,280.0,19
0,1,0,1,3,428,4.2,5,1,1183,1036,479.0,4
0,1,0,1,10,380,4.6,540,1,517,702,105.0,4
1,0,0,1,1,79,5.0,1,1,1183,1036,300.0,5
0,1,0,1,10,380,5.0,2,1,335,878,149.0,4
0,1,0,2,4,380,4.5,38,2,1183,1036,414.0,5
0,1,0,1,6,380,4.7,3,1,325,878,310.0,19
0,1,0,1,1,559,4.1,12,1,7,732,324.0,22
0,1,0,2,3,559,4.1,565,1,463,732,99.0,7
0,1,0,1,65,2,1.0,1,1,7,733,112.0,4
0,1,0,1,4,478,3.6,2,1,2,744,853.0,7
0,1,0,1,2,446,4.3,3,2,145,638,363.0,12
0,1,0,2,2,366,3.0,342,2,61,402,182.0,4
0,1,0,2,2,493,4.7,34,2,1183,1036,373.24,8
0,1,0,1,1,493,3.5,8,1,11,638,450.0,21
0,0,1,1,1,2,4.0,1,1,517,702,475.0,3
0,1,0,1,2,4,5.0,5,1,325,702,843.0,13
0,1,0,1,2,428,4.1,62,1,335,878,155.0,8
0,1,0,2,2,493,5.0,3,2,5,648,870.0,7
1,0,0,1,1,28,4.0,1,1,2,614,799.0,3
0,1,0,1,2,334,4.0,4,1,517,702,119.0,12
1,0,0,1,1,49,5.0,2,1,1,614,514.0,4
0,1,0,1,1,493,3.9,4,1,5,744,239.0,13
0,1,0,1,34,559,4.2,40,1,335,878,259.0,9
0,1,0,1,17,486,4.6,26,1,244,744,176.0,6
0,1,0,1,3,3,5.0,1,1,80,733,169.0,12
0,1,0,1,3,478,5.0,1,1,145,670,650.0,15
0,1,0,1,4,428,3.4,75,1,463,732,463.0,10
0,1,0,1,1,334,4.6,4,1,1,614,1204.0,20
0,1,0,1,40,478,4.7,30,1,244,744,304.0,9
0,1,0,1,1,435,5.0,2,1,234,744,416.0,6
0,1,0,1,3,493,4.2,40,1,463,732,399.0,7
0,1,0,1,1,380,5.0,1,1,82,733,759.0,10
0,1,0,1,2,446,4.7,4,2,145,638,363.0,12
0,1,0,1,30,478,5.0,1,1,1183,1036,250.0,34
1,0,0,2,2,117,4.2,6,2,82,732,366.0,4
0,1,0,1,1,334,5.0,1,1,517,702,960.0,9
0,1,0,1,1,442,4.5,12,1,1,733,310.0,6
0,1,0,1,1,486,4.4,6,1,325,614,664.0,13
0,1,0,1,1,486,5.0,1,1,84,402,373.0,3
0,1,0,1,1,486,2.5,2,1,3,648,353.0,5
0,1,0,1,6,385,3.1,7,1,27,732,28.0,7
0,1,0,1,1,366,3.0,2,1,244,744,584.0,7
0,1,0,3,4,431,4.6,177,3,1183,878,481.0,17
0,1,0,2,48,380,4.0,5,2,234,670,354.0,17
0,1,0,1,1,431,4.7,4,1,28,732,551.18,3
0,1,0,1,3,435,4.5,413,1,463,732,221.0,28
0,1,0,1,7,366,2.5,2,1,517,702,561.0,3
0,1,0,1,16,52,4.3,8,1,25,744,1006.0,4
0,1,0,1,2,435,4.5,11,1,335,878,343.0,7
0,1,0,1,1,446,4.0,2,1,49,702,311.0,42
0,1,0,3,3,435,4.9,52,2,145,732,419.0,12
0,1,0,1,2,442,3.7,43,1,80,733,120.0,3
0,1,0,1,16,428,1.0,1,1,1183,1036,499.0,20
0,1,0,1,1,7,5.0,1,1,4,638,683.83,4
0,1,0,1,1,435,5.0,1,1,13,648,778.0,6
0,1,0,3,9,493,4.9,10,2,82,733,749.0,6
1,0,0,3,3,67,4.4,5,3,19,670,479.0,3
0,1,0,1,1,385,5.0,1,1,24,648,775.0,9
0,1,0,1,30,478,2.8,4,1,1183,1036,138.0,8
0,1,0,1,1,435,3.9,2,1,120,670,700.0,26
0,1,0,1,39,486,4.0,1,1,335,878,295.0,4
0,1,0,1,8,435,2.8,3,1,47,648,699.0,8
1,0,0,1,1,1,4.0,2,1,80,733,798.0,10
0,1,0,1,1,442,3.7,4,1,24,402,360.0,5
0,1,0,1,27,366,4.1,23,1,517,702,247.0,13
0,1,0,1,1,51,3.0,2,1,517,702,1175.0,5
0,1,0,1,3,478,4.1,14,1,463,614,395.1,29
0,1,0,1,1,43,5.0,1,1,1183,1036,135.0,4
1,0,0,1,1,117,4.3,30,1,84,402,559.0,6
0,1,0,2,2,442,4.1,2,2,2,402,793.0,13
0,1,0,4,7,493,5.0,3,4,120,733,847.0,16
0,1,0,1,3,559,4.2,13,1,83,614,580.0,38
0,1,0,4,13,380,4.6,14,4,1183,878,359.7,10
0,1,0,1,4,493,3.7,15,3,80,733,58.0,6
0,1,0,1,1,366,5.0,2,1,3,402,443.0,3
0,1,0,1,1,435,4.6,3,1,82,402,452.0,4
0,1,0,2,12,435,5.0,2,2,234,670,562.0,5
0,1,0,1,1,431,5.0,1,1,15,614,850.0,58
0,1,0,2,1,385,3.7,4,1,88,648,225.0,12
