Publication_Hardcover,Publication_Paperback,Publication_other,BookCategory_Action & Adventure,"BookCategory_Arts, Film & Photography","BookCategory_Biographies, Diaries & True Accounts",BookCategory_Comics & Mangas,"BookCategory_Computing, Internet & Digital Media","BookCategory_Crime, Thriller & Mystery",BookCategory_Humour,"BookCategory_Language, Linguistics & Writing",BookCategory_Politics,BookCategory_Romance,BookCategory_Sports,Reviews,Ratings,Age_of_book,Price
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.8,15,7,553.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.4,3,3,160.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,220,12,250.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.6,4,5,384.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.9,15,22,875.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.5,2,8,451.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,15,13,379.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.7,16,3,175.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.4,7,9,499.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.1,10,12,175.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.3,38,5,360.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,4,4,1134.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.4,12,7,262.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.4,6,9,599.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.6,3,6,367.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,2,4,555.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.9,6,5,70.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.1,40,5,359.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.4,3,3,323.52
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.6,7,19,400.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5,9,4,625.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.1,8,13,359.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.2,8,5,349.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2,3,3,514.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.4,3,16,420.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,732,7,316.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,11,704.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.4,75,6,299.0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.0,1,17,441.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.7,12,9,575.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,5,488.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,6,5,199.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2,9,5,344.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,19,885.91
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.1,2048,4,427.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.9,10,5,70.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.6,26,12,405.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,3,3,299.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3,4,1475.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.0,1,33,378.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,27,27,418.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.8,11,9,901.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5,7,16,305.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.6,2,8,5064.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,25,274.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,1097,13,122.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5,8,4,247.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,4,8,1800.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3,13,399.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5,4,15,768.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2,6,569.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,12,355.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.4,26,5,359.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,2,13,395.1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,3,18,334.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1,10,390.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5,2,6,1040.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1,4,12,115.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5,4,11,1204.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6,226,7,390.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,8,181.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,4,3,224.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.6,14,12,427.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.3,32,14,816.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,13,740.44
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6,11,27,275.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.8,7,4,1171.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,6,1595.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.4,3,14,400.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,18,486.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.7,8,5,514.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.9,12,4,299.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.4,46,5,261.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,3,5,3528.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,18,5,189.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,1,4,1147.18
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.2,23,15,178.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.9,13,10,591.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,9,3098.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,649,5,184.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.2,9,6,279.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.9,10,5,500.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7,10,6,557.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,8,473.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.9,2,11,186.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3,12,4,283.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,3,12,1812.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,4,724.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2,26,28,301.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,71,6,279.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.7,9,15,268.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.7,10,9,284.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,3,6,499.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.6,77,7,299.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.6,13,14,235.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.3,160,5,355.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6,6,8,150.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.3,2,33,395.1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.6,87,9,323.52
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,9,3,150.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,11,175.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,2,12,154.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.7,7,15,229.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,4,318.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,2,8,258.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.1,11,6,270.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5,2,15,550.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5,38,12,200.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.8,10,19,369.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,9,1402.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,32,6,334.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,2,13,637.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.0,22,9,559.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,3,2559.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5,6,5,1299.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.2,3,6,705.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,2,8,195.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,1,13,820.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.9,6,12,1399.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.6,39,9,324.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1,8,2500.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6,3,7,717.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,2,4,526.04
0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,2,7,308.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,24,1178.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5,10,18,849.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,11,8,255.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.3,111,7,377.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3,14,17,200.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3,9,927.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,140,9,214.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5,37,5,150.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.7,5,9,425.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,5,894.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5,6,6,889.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1,4,7,31.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,2,5,309.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,171,8,258.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.1,25,5,185.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.1,27,13,548.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9,24,4,224.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.1,2,9,1010.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2,4,499.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,55,11,56.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,4,149.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.1,6,7,779.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.7,4,4,371.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,2,6,1323.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8,19,8,271.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,18,336.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,14,8,220.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,2081,7,299.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,5,280.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6,38,21,335.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2,11,4,295.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,6,323.52
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,5,416.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.4,432,8,102.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5,2,21,944.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,13,8,523.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,9,468.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.7,8,10,599.44
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.7,4,7,482.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1,16,6,342.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,2,4,309.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6,2,16,1155.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.9,76,9,199.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.3,24,14,200.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3,405,4,66.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5,2,7,851.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.3,66,25,207.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,1,7,37.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.4,8,17,342.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,10,245.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,2,5,661.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2,10,498.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.8,13,7,720.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5,3,9,195.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,4,344.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.4,57,6,449.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.1,7,8,974.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,33,2370.19
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.4,121,10,159.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.8,9,10,712.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,4,113.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2,15,8,178.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1,44,9,153.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,5,1199.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.7,56,13,1658.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.1,13,7,323.52
1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4,4,2176.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,10,17,354.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.3,10,6,1780.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,2,13,504.48
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,10,4,398.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.8,6,40,299.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,21,7,1635.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,4,769.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.2,80,17,248.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,3,8,1199.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.5,4,5,986.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,2,22,179.07
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.7,5,17,344.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,4,449.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.7,7,5,408.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.7,7,12,423.24
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.9,15,9,632.15
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2,7,3,256.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,5,13,349.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,77,6,287.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.7,30,44,70.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9,60,6,244.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9,53,5,261.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,4,300.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,2,5,779.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.6,3,6,149.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,6,985.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,8,8,168.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,74,3,401.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,2,4,483.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,2,6,820.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.7,5,9,375.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,88,4,452.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4,10,14,497.56
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.7,7,4,310.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.1,13,4,244.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.9,18,6,440.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,4,749.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,2,6,428.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.3,2,22,559.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3,19,7,374.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,3,5,594.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.8,18,4,3980.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,16,1262.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,4,364.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.7,4,5,120.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.2,21,6,311.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,10,100.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8,8,5,165.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,36,14,859.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,4,25,541.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.0,1,4,399.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1,3,479.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,4,215.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,5,838.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,342,4,205.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2,190,7,230.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5,6,821.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5,2,5,449.99
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,2,6,1043.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.4,15,21,241.9
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,21,344.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.3,33,12,463.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.6,7,5,295.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.8,83,7,48.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.4,3,30,946.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.2,21,7,719.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,5,589.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,13,240.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,7,16,220.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,3,184.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,10,1254.0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.0,6,4,530.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,5,12,211.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9,49,22,243.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.1,2,13,661.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5,2,3,523.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.7,6,4,646.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.1,3,10,239.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.9,15,37,700.44
0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.9,2,8,284.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,7,999.99
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.8,7,9,702.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,3,7,664.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,15,11,275.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6,45,4,299.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4,9,249.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3,250,18,199.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,14,164.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.1,30,16,400.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4,10,440.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.1,18,19,499.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,1,9,418.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.7,3,27,569.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.1,29,10,399.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.8,5,6,1119.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.4,217,13,335.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.8,10,7,550.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2,29,4,339.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,22,17,437.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.0,17,7,338.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,30,5,190.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,20,3,234.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.3,3,7,601.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.4,27,5,302.36
0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2,8,299.0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.6,7,25,209.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3,23,20,99.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5,115,3,238.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5,5,5,240.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.7,16,3,399.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,33,9,341.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5,74,8,1400.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,12,4,299.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,11,175.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4,20,10,830.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.7,4,13,730.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2,89,17,150.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,2,3,380.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,11,10,156.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,10,709.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.6,26,5,399.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,18,652.73
0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,12,6,319.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.6,70,6,599.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,70,10,150.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.9,4,10,68.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.4,18,3,224.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.5,119,11,335.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.1,8,6,271.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3,5,7,137.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,9,8,482.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.9,58,10,220.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.8,13,21,764.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2,25,8,413.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.4,16,10,399.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.3,21,5,250.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.8,10,7,379.0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0,2,37,299.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9,12,25,2100.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.8,9,7,779.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5,95,5,319.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,3,6,298.82
0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2,26,8,199.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,5,17,354.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5,2,5,907.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,2,4,2900.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2,35,30,449.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,15,5,972.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,13,477.0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.7,224,8,133.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1,13,551.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,2,8,427.0
